CPF,horas_atuando,duble_cpf,seguidores_instagram,seguidores_twitter
29502770044,100000,58405742841,56613,866
89450958879,12000,15159494134,29799,220
61458450756,20000,81306050074,95271,6373
12203505245,15000,,90574,2287
56343475573,2500,38522490281,40458,96825
74358650281,12000,72240077676,91910,92540
56773563860,50000,64524597259,87431,23340
36780913775,12000,27469810221,50187,43301
35615073789,5000,29568156042,84584,96310
75286484030,50000,47876099062,92812,48932
78002344368,20000,49042459086,11329,70211
96318449201,50000,,94265,72794
48908840047,1000,,97929,25832
26394404560,20000,95403559007,4619,17510
25864218780,2500,52461553332,59555,81741
86678817564,1000,,94467,64426
57759438072,100,,55041,50211
15634443072,15000,56827053184,46935,71327
32984193116,100000,61754284689,36206,6224
63254867124,12000,35222416878,62298,5902
73489557047,15000,91565945859,97591,31443
77823476513,100000,,58817,82288
88917794583,15000,52589848300,59459,45009
89176203667,12000,14179316512,72770,87301
57699256975,5000,,36242,58934
41368908154,1000,19287956323,5256,60641
27790315561,15000,38513672073,63023,80977
10348131385,5000,60515071172,7607,92847
14120072229,1000,50169110076,82610,11391
49615936478,5000,,28611,91043
66684027094,15000,,8483,65055
73166974740,20000,47730431111,44169,25820
58668247334,5000,32132296566,37333,70479
14092086879,12000,,61641,82523
72681546932,1000,46659254335,3991,32752
61032315834,50000,,73703,77610
82336881297,5000,,19129,30491
92843973371,1000,,21020,37582
73728180707,20000,,72692,36698
34390973243,100,58906985551,47462,31267
36739761271,50000,40155281238,364,20124
41035635309,12000,35921403523,18382,65918
52283204455,2500,43404050799,33660,66155
49773828054,2500,,96408,85182
11182050293,1000,23708480278,85656,57809
33206011891,20000,97188427062,47862,56387
16746381644,20000,24812095781,27527,73329
97582539803,500,,47759,35989
37717956285,1000,32695241400,88837,48535
11433445931,50000,35601832794,60137,24402
48681118716,1000,,59598,91148
47244745939,1000,61835166776,92387,68516
51304418968,20000,10905121668,79449,23313
15014626084,5000,,44329,79442
54995500352,100,85650898348,43872,38133
36006465864,100000,50706620079,43753,23499
33225364675,12000,,70576,70024
15951670824,2500,98585837749,62765,5844
14265289514,500,,66189,77936
82668331685,5000,,13599,93609
49498016641,15000,38513672073,22478,19658
69818629881,5000,,62997,85461
40970545261,15000,73947946442,28319,3296
12086753092,100,,52845,82764
85751755396,100000,,16618,4169
61323150315,12000,,15350,24725
76551408157,12000,,88210,67891
38986479764,2500,24082835239,6682,72107
57562493223,500,10166936668,77471,23312
86030053577,15000,,39626,83429
56480904097,12000,32265895911,62045,59103
60099392897,12000,,44538,93311
96932006495,12000,23809325008,40115,55982
53914462758,15000,86206260266,37555,72297
76708162185,100,98950840440,12450,20160
30590296630,5000,55649958276,62081,90579
72999031077,500,32944506983,23247,38988
14402607213,50000,,53298,89912
29788542686,100,35310329747,32627,43906
39974815166,15000,63254867124,29594,75537
81754813050,100,,48317,41241
72832699671,12000,,35830,50726
80908649799,5000,12524662882,2685,37526
44776117478,50000,,47578,38419
36788640667,15000,51001930870,15815,85743
34357103614,5000,,33342,61317
72752171777,12000,,68260,81846
61866930736,15000,42159342138,45914,50670
13245399821,1000,,26012,79953
94247639209,15000,,95028,60571
77197619727,12000,29638734646,74020,43880
72417061953,2500,,44248,23867
70548943249,15000,93459511598,9955,60162
58551572401,12000,74360499381,86971,67268
45373239110,5000,23708480278,27283,42130
36652920157,20000,,81683,77125
32163550034,50000,,10029,73147
63736069329,100000,,52183,10650
78427410744,500,19728313672,62296,17866
13193532473,50000,14472385077,34398,72239
14139537634,15000,96328638819,2606,59777
39297716562,20000,18867927530,8493,28197
77804703036,100000,,95739,66227
46594124435,100,,75806,64059
77967377357,50000,91527037652,56721,3303
38836052360,12000,,53637,58182
17817848645,15000,83322227693,6365,50233
35126677961,12000,,53197,95694
56465229127,2500,18428571265,49113,19389
94764315560,15000,,12545,57635
41706538247,100,47328448081,60556,84052
20755864224,500,18710072612,80706,15686
66309672478,100000,85909883305,9117,47917
28780037617,5000,34210612154,17304,26766
85573784729,20000,72564328865,83876,71070
37588687075,50000,58833557636,24434,59347
44372514310,100,11993442561,45296,38599
13392756425,20000,90890950346,10080,35297
64744117517,50000,91719313892,13481,75128
22438373044,2500,42296804934,49152,80105
58819427087,12000,41831418038,7441,60679
78460927245,100000,40697684591,17371,52252
73488699908,2500,15649346729,76511,40873
83791277017,20000,36887117563,7478,74784
93523576526,100000,,72903,88991
76500415567,5000,53516449510,95697,7839
59946988965,50000,15016988403,47300,6242
87771589643,20000,98321620689,83476,96663
88708319477,12000,13150073755,77392,85442
45553092985,2500,32418995510,79133,73313
83471271694,2500,17036712826,72863,94335
73438293450,1000,,20338,72642
33278896316,100,,38646,61969
90251198930,50000,,36110,16846
89949513216,50000,47730431111,97642,99127
27738150744,15000,45483320085,82922,77881
15493965731,2500,22469772423,90920,28625
62846900389,100000,,75380,63428
28565779321,1000,,10811,39805
97647501393,15000,,36590,59533
51213669139,15000,19355869687,58389,63309
32739411769,100000,,22680,62248
60496552511,100,40155281238,83970,69248
44245463283,15000,47836538403,61772,12245
53964310526,5000,16860843796,18395,82632
64566403664,12000,71430548658,56477,72343
75063300379,20000,82587390539,25579,20835
92195471037,100,21524952464,60866,70727
69007194014,100000,,98847,93715
95130864350,1000,77382731498,43065,63012
88353396015,1000,80860932994,53705,78525
23855514881,12000,,69336,56103
48974111336,12000,,9968,95747
92372611008,2500,44269671133,11777,68867
50837385552,2500,74852569887,61475,23382
46972620918,1000,48938357463,18790,36744
77578757055,1000,80031940445,63046,36345
71217761626,1000,56184324649,3656,10430
75597955163,2500,,28176,18332
35450965596,5000,,80494,77357
22494050220,50000,,95777,58490
44278553830,1000,32418995510,61612,60625
44825320427,100000,,73738,63026
35465817986,50000,,31799,23555
83974899580,50000,18019909640,81303,22819
38472549651,5000,,59818,73972
93586481654,100000,,77194,89206
29731474090,500,33957586145,59163,24758
52089280362,12000,,45602,64433
22054397321,100,,6083,86139
53010724240,12000,,21262,74836
82313433935,12000,30590296630,12918,78650
66402260369,12000,,43813,33271
90954505864,12000,,117,91065
56909032937,20000,35012233227,32138,6562
47247700333,500,96297465145,84361,44532
86246876189,100,37588687075,94235,613
61267127704,100,75624072837,84634,3535
44568404147,12000,67243017178,70030,44853
93402078235,20000,,7229,93258
31597754279,12000,,15229,44852
94856181816,5000,55203087676,90423,51136
80363445969,15000,,89876,87713
71009808237,2500,63498055625,87428,97565
51250571592,1000,56185404896,67320,17063
35991154263,20000,32265895911,69462,88592
17309573795,5000,66895921418,16050,64771
94624930116,12000,14716055953,15434,19112
11169546728,12000,31251290345,98897,49245
26815114142,50000,32948668102,68462,25593
76517584665,5000,42244819922,21194,21978
24145182922,50000,40155281238,7768,99336
56389371625,5000,,43071,61945
44986544064,500,23846931333,27895,51651
82861726815,100000,34317425171,85362,87981
65961336570,12000,83322227693,42381,42610
70735110983,50000,27790315561,64803,83893
54372383934,20000,,2094,89363
95990680366,12000,,45665,33657
72186808335,50000,33143513184,19660,33433
65868417282,20000,35991154263,65161,50561
25877687130,2500,60260088715,78378,14211
63586265282,15000,,83544,26758
10640079556,50000,,21911,51190
68057842426,500,33290534495,62004,83722
53269749765,2500,,71320,2468
57234585406,20000,60515071172,31027,13151
50017528273,1000,78791943283,20128,41215
21132816065,15000,55129301764,65714,22906
40925508295,100000,13398117423,27162,5953
40491150193,15000,25080897752,76343,56721
59871506752,20000,,39958,57234
54969137173,1000,,3537,75486
45417666006,1000,25402197884,30881,29391
12038535079,100,51645154901,12907,60341
37897247022,100000,,17622,96017
48034793932,20000,,43877,32122
98317848758,5000,57443849162,56849,52516
75650823564,5000,,82952,30209
59036221429,2500,13342390900,70077,99139
86271870897,20000,,38061,16587
36051920346,50000,85573784729,88091,93970
57598961299,12000,30963107794,57605,23003
77935635609,20000,86989555777,24795,41817
21096223669,12000,79333055045,75479,99475
93635098998,500,34390973243,92745,57216
90302581980,1000,58268421660,7362,47514
94140050757,1000,15137782869,27073,17218
54295904397,100,,34550,65347
93050559979,5000,40023706351,45375,82933
12758555226,1000,34204444604,15922,55653
30302602571,100,58624199728,87922,38985
26742478402,5000,80442230626,78846,24762
94805527203,20000,86760157602,11816,10414
13261189838,5000,,61133,56550
48005347823,50000,,2176,23867
58610240963,5000,71721538031,33009,87228
67171223990,50000,89450958879,99870,62028
75854577525,15000,38066609174,61597,83988
36057932512,1000,,57931,47703
64886263196,5000,48094075603,17468,38888
43365739268,20000,71009808237,48035,17143
49445032151,1000,73593877008,84113,209
18250044297,100000,,94555,8658
71337560696,100,25402197884,76618,4701
40383917699,500,,64924,63449
58036312911,100000,,84379,70786
92537486136,2500,,588,31854
71039007259,15000,14062311364,84088,45772
50018035394,500,37879744528,58309,79837
40448621213,5000,,15687,94623
84740250072,2500,23737366991,1845,68292
14013417280,50000,,53830,17633
33211498396,5000,,18564,22512
99378100046,2500,33707996019,46694,32305
76874430987,100000,45272133659,79734,35916
37976280516,1000,83213663774,12311,86016
26376482013,15000,,87056,65990
80975415783,50000,57832427253,98500,57779
32240449607,15000,,82232,15539
10564965969,12000,31023269947,19367,6862
18922935040,100,,65234,26872
90632312321,12000,36674683503,47221,93723
18198639471,2500,,97681,95077
55567523842,100,,70588,51402
21142848103,50000,66966380354,51588,57405
99813844343,2500,26824336904,91397,78831
13943673919,5000,,68177,724
67922852175,20000,,86305,8269
98971560131,20000,47876099062,29914,8926
46534641002,500,,63440,86099
13042020442,500,15649346729,36743,47886
29662223894,50000,71628358358,65992,22956
51901061947,50000,10929352106,15920,81730
12425841249,12000,79666037416,14057,46601
15744138143,12000,60116745550,43154,71808
76343525840,12000,38177992739,28053,44645
95352416386,100000,,36950,87246
16761266177,15000,,27368,74489
50759771760,100,85256945093,53766,47680
64737689967,1000,,30261,78747
60540057013,12000,,15899,21291
87479989107,2500,,23649,11383
43592597621,20000,71468537653,78307,55032
92629346878,1000,,44670,77950
95984602062,20000,,40357,24678
77771256067,100000,,77895,85807
55245855855,12000,62945813273,32596,34133
12159884393,500,,32284,50412
16607896094,5000,,8876,54057
64718757060,50000,30132698539,81905,1257
56431254735,50000,90632312321,61693,36961
24485331944,12000,55129301764,6688,83892
13916338991,500,94764315560,28811,90979
43268318624,100000,87549845532,30580,29973
19921383584,12000,57794592844,95353,18313
17455237236,12000,99791727567,89504,18886
58653036477,100000,,8845,32628
40649069725,2500,,20292,65234
69372767511,100,54079718555,57011,35055
75100296131,50000,14694369297,45559,90489
86694823895,500,45272133659,56352,66096
10930070174,100000,60946683063,75364,52685
22655781659,20000,57451485485,56078,26940
48161212383,500,,27697,95303
56976017285,1000,19728313672,89631,21503
48229284916,100,,61693,35642
71261484402,20000,,70075,44883
80700658667,100,,81018,25284
80091492570,15000,86630840276,87407,83402
30186301227,50000,81635572326,31953,37903
92325041119,15000,78987255735,68660,53003
82168710086,50000,72089320990,81703,91658
22001447591,12000,,53968,11376
52637881252,20000,,30250,8550
96654536491,100,,61491,11651
77198752918,2500,37879744528,18491,34965
60272350258,100,,53267,95495
39691136467,100000,,61251,72436
72202452301,20000,,4474,38285
33828556422,5000,65344042784,85840,83175
86284923959,12000,96654536491,88819,2658
42752529500,1000,41752753732,64443,19768
21199053448,100,53554163671,98576,62924
79455464177,1000,77198752918,55110,55186
59347538929,1000,,45969,14457
65577996701,2500,56389371625,1163,79289
20605696860,2500,91668803384,52149,90315
52892426608,500,47533336628,64598,59886
31898883109,100,,89678,50469
46552203303,50000,67156697337,71810,82983
51928688888,5000,66485543423,68716,28436
65307204501,50000,64599926157,86095,40222
36770850324,100000,56976017285,5289,91733
80305583269,100000,,83321,10683
63385005747,1000,13826596819,40346,8805
94665758547,1000,,53552,4721
17862656073,100,35342106691,74124,26772
61204440893,20000,,49584,44309
85592649057,5000,21002850434,47812,63972
96880831678,12000,,29874,30865
93947132201,1000,,87797,16501
22472016881,20000,38836052360,93279,54300
76167514738,50000,,66054,77621
55275303953,15000,62785545227,5076,74753
63332114856,50000,,38114,69599
57816769228,2500,,23135,18762
67458173550,500,,73629,77216
99106178283,12000,,89693,10073
30787780478,2500,10955596831,7101,62212
68596967523,5000,,52378,81510
76157375916,50000,60554018364,99788,97227
22974624789,1000,,26437,42866
40994468141,5000,72941842435,15480,75217
20598218273,20000,,64435,7102
35964186668,20000,18922935040,50964,26724
24378792366,1000,26425802117,33136,3224
61135313240,100,,31863,50979
28317345862,500,81306050074,44907,40186
19550822260,50000,30375298923,10120,30725
64288948347,50000,67364439359,5444,58472
74640777681,100,32984193116,66566,7883
30569699332,100,,69010,22855
86829344083,1000,,98672,31378
83951221978,5000,13131335050,98140,94567
59211066187,20000,,30022,91698
84441962886,12000,80219206132,51409,23778
87216951723,20000,61104000130,53818,14657
83697613602,1000,14472385077,1235,86738
52830801518,100000,51304418968,56111,55345
58253632032,5000,,8413,16548
90676316830,2500,47730431111,72369,71723
51175197958,20000,,12953,42635
50810256911,20000,,80193,19943
97914561587,5000,13245399821,39430,79869
90034839162,15000,16607896094,81535,3469
55735596154,12000,63245306571,47363,92278
74149571836,20000,,11671,54094
90877738462,12000,32501583773,93343,17091
64104854318,100000,41222469055,61407,13296
77455888096,20000,82336881297,50649,28433
60489255096,15000,35682835898,15630,30204
80534160013,500,21569651061,75119,30503
81840342254,5000,88174137490,53696,75813
50265226736,5000,,69294,14605
69864552994,12000,66251803959,58364,23867
32226737311,1000,93586481654,30608,10613
17317233112,100000,,9179,5926
92390633548,20000,,46579,18160
86101231919,15000,15420673235,58870,64628
62722495013,500,68995482281,72557,98413
12005005404,100000,81895513559,21999,3059
98217457037,100000,,55143,82277
34797369980,2500,71584668816,31358,55905
47932747308,5000,,71720,28228
38153573967,500,96343350857,54195,83764
38238776241,50000,38278740993,83634,13418
60147646968,100,13943673919,10803,11099
86208753121,5000,58232667547,79417,20138
49769598396,15000,64227762567,94772,47206
60386056330,1000,28780037617,96030,60363
56307444832,12000,88173720399,64745,96522
11477355888,50000,,2859,63048
81895835624,5000,,10371,24347
61632637030,100,98321620689,92378,47222
74176463091,5000,,49085,90429
17438089565,50000,12005005404,69092,62696
23353963041,15000,42296804934,56870,62635
73494053208,20000,,95059,75129
87416743529,12000,74279379558,9751,32565
88537879689,12000,,73422,82972
58012844252,50000,69921136018,40599,92846
75456009913,5000,14488450226,87051,41404
98718686878,500,63245306571,57507,11254
21391760797,2500,37395273744,52627,78406
52411571106,2500,61204440893,59143,93274
44880253142,20000,,11272,10361
65441965590,1000,57262923857,85267,15961
42654370342,50000,81226819243,54541,28144
25553175056,5000,,69310,27536
42561414469,5000,,13970,80345
23049815133,15000,76072117609,22202,1197
32512998643,1000,,80376,26499
28884983378,1000,71628358358,95199,36324
74762855443,12000,59209647618,49405,26624
78557918705,20000,62243963485,34264,28967
89933020162,15000,16736927396,4308,20554
72060746154,100,32416479733,92330,48632
37481615868,500,19661621745,21064,12336
98151254629,500,89871839616,58910,42972
64128206149,2500,11147492715,70559,3784
28317972341,12000,52439637861,9466,8431
36336326120,20000,21524952464,70682,31098
16586836856,20000,80113060323,38774,79390
95314730100,15000,95352416386,57867,64041
62144783779,20000,52393915223,4039,10503
71581586536,5000,,74306,78099
88453249132,5000,67917870664,40790,64077
60507379317,1000,57045876384,2613,29650
33902664936,2500,98317848758,38767,41039
66035077221,50000,,10235,19160
40965871997,2500,48277060203,56146,22041
37705436898,50000,89782104555,53633,99868
21922147923,50000,11981568469,17781,74561
13367860729,100,49615936478,61546,8976
68398182954,100000,14139537634,7767,73982
94030096256,2500,39913188128,75300,93651
96566886019,100000,61267127704,76920,93176
46676053373,50000,29614986490,40400,87839
53096756916,20000,52482335070,62840,43374
27460421502,2500,57747801730,72105,72215
67036084696,50000,,46606,23449
91729289234,500,45292898550,6118,44208
27478909364,100000,85383626495,59341,98280
62211964590,2500,77785269061,17672,97605
24787438320,50000,63948246422,19628,24414
87099882085,15000,,16752,41889
92638150065,100000,24796445129,76874,2590
13809907097,2500,52658895623,69655,3319
72618485147,5000,53770467784,67249,51277
21559294294,5000,61189799650,13077,31866
40155590675,5000,,90811,75934
61849576017,50000,,3117,5376
32404004120,100000,42207129665,32201,647
62301537101,15000,,46287,34335
28553549871,50000,77823476513,92673,88225
96560388253,12000,,56036,72251
89874350574,2500,,13133,67032
98373375139,50000,91945631962,51823,28067
14648388450,15000,14139537634,42436,70015
56549750718,1000,60237396683,72363,36826
36667214940,500,92537486136,56373,14016
93678972177,15000,68995482281,31112,28788
87269134199,5000,,95817,16660
35268476221,15000,87416743529,60531,30917
10218457052,50000,,60760,10413
69090097583,1000,34978122899,19498,34492
93919548130,100000,12159884393,66459,27502
31553240128,100000,63385005747,79789,36603
64297093258,5000,70735110983,8890,34917
94261519526,20000,34204444604,77168,77702
95539491419,100,60315825505,675,81654
59928130808,500,13943673919,70134,84720
51049528776,15000,29788542686,7280,18702
42538966306,15000,,13052,36437
93993013845,2500,28431580722,39645,28996
88285779898,12000,54079718555,99679,46993
46449959719,15000,69789969049,77404,93604
63832426543,1000,96450879661,87059,47884
79497784537,500,92638150065,18915,3270
22175871782,5000,28987782317,22410,35949
30666262115,12000,,44815,71799
36352256144,12000,14472385077,19197,44733
77014559733,100,18245499535,15985,23172
41881079953,50000,,28346,93132
44308583276,20000,47247700333,66891,35563
64615385248,2500,73488699908,57829,9204
70857282711,5000,,750,140
13164298774,2500,56909032937,8193,97390
21981366389,5000,14883726733,46157,23813
33866236391,50000,29523945777,39430,26653
57159048229,20000,,88407,97767
28594233886,20000,37934155451,43487,10582
31020507695,20000,,27302,30865
55221288331,12000,70857282711,38324,12210
32295814719,1000,28944125587,74886,84568
72195830912,20000,49615936478,48570,10671
49133547703,20000,68205867167,69815,40431
49668613387,5000,19071113397,13126,81358
89758350927,2500,36296888600,13951,51101
88914437919,20000,,4730,56979
36223950812,500,68999963547,21913,19096
42000929497,100,98151254629,55858,13384
83607595156,500,,77484,19934
59337548930,12000,,15542,90371
77588373406,20000,86271870897,54046,45682
41613512381,15000,,58599,30683
55196278623,100000,,33893,54746
70591230689,12000,,29349,79203
29735478026,500,74762855443,84621,57302
27933200751,50000,56976017285,15691,34273
54126827936,1000,,13238,36504
94897381112,20000,37511248225,65745,52148
61105189173,100,10121577487,86203,47043
33715766590,2500,,15382,71401
40294333258,12000,,2564,17844
19876446135,100000,,30133,77031
28629474122,12000,,99447,35310
54427910610,5000,72186808335,18696,68173
41521833202,5000,,60044,71710
60888363733,20000,63245306571,7284,87110
43904794597,100,93818071716,78693,70292
56838938243,100,69861178289,49513,2765
84183206816,12000,,2344,29242
28956909534,5000,,93243,75807
41785464922,15000,65926112442,61734,84269
32932213370,20000,13045619909,87467,1632
35911374104,15000,52411571106,66438,73469
48521965943,500,48606611634,54092,93994
77399998266,100,,47066,72596
82728690807,15000,98638676419,55819,56763
99999345640,5000,54126827936,63691,28273
64555095972,100000,,44031,75723
10908151444,12000,64064794845,20119,98418
83605811138,1000,,22443,56355
52890260013,5000,,96864,61326
66372309777,1000,45705479281,13674,64086
75808310786,20000,,53840,44592
10988281658,500,,71483,51802
19527890216,5000,94856181816,8711,37114
34438901817,500,10939107751,42837,29843
16923199170,15000,69087126533,75527,60753
63085300302,12000,,88398,46044
79490192157,500,51371214569,46630,27351
96232159412,20000,,39608,21082
51735867627,5000,51213669139,85710,13973
26417477598,2500,,8084,36567
59094350963,100,59316739127,38929,40088
79760962117,12000,45373239110,44244,97674
30327545205,1000,36887117563,50236,96051
98330827780,2500,56544790820,9366,91278
77976272215,5000,37514805460,28148,83119
13531222163,20000,,18170,67320
11375744472,100000,44568404147,31254,70441
54192787754,15000,60339776735,21399,78034
42068364878,20000,11384088069,6961,75071
25272896133,12000,,59244,29401
17657168625,100000,20734332164,58308,43207
90355949595,100000,,6951,75499
18068479073,12000,82336881297,99564,36642
91423950955,500,33828556422,11336,14729
68336941831,50000,16586836856,95660,54970
94941189495,2500,60147646968,15509,32295
80985510395,50000,,66205,16151
90477451983,500,78558013786,28161,89060
79124721356,100000,,44555,31143
34177135147,5000,48201631118,93884,87174
15696451763,500,,45056,26004
82451766189,1000,92638150065,55127,94028
44399171226,50000,61135313240,28534,85680
34087037844,50000,66181908300,2951,196
36160661483,2500,69090097583,15502,56762
17369156934,100000,76104509430,77328,51529
56952173663,20000,,49980,47528
35882104961,15000,25272896133,51435,60778
77263444365,100000,31473391829,52893,31312
11823120837,20000,,40567,86423
79050728855,15000,67950016100,91591,47061
92363152425,5000,83510346687,71849,35197
28737524534,50000,64265911561,93145,29618
92110558231,2500,69090097583,64721,73056
78191703629,20000,44712595903,86204,95591
41471521325,500,51521760618,70705,83958
22517427821,2500,34948616390,75320,13475
82974033964,5000,,98905,32155
60620452246,20000,94897381112,86474,37636
72312666034,2500,82168710086,41666,32749
57391625562,5000,92293880752,82816,72204
24596413706,5000,,54972,93462
62802455395,1000,,82569,14475
12772912011,500,64064794845,8411,65054
74406672773,100,24943270937,69110,62372
99483559505,15000,38153573967,89840,60488
86927277005,12000,86377189983,55809,13894
88945286441,500,20620758517,53644,58022
70984672243,500,60787678339,19198,61538
56715660052,2500,87028799361,32358,51719
11258919773,5000,94580911540,24719,24003
52580563678,2500,,71375,45395
34962291875,2500,85728311303,14959,94108
90323288301,20000,65249617255,41350,87717
98044148952,100,66485543423,34365,68568
19064097935,50000,18690897935,58213,56879
48540612344,2500,85592649057,76942,7700
13102920402,100000,,34123,44704
48830542410,12000,91668803384,82533,87748
72321786650,1000,76499201773,60264,58958
89240612891,50000,,78603,46601
56997339756,5000,,537,4306
28322355751,100,53587386186,16485,97309
96026565712,500,,35365,82955
70684073370,50000,,16212,38117
15554518055,5000,48606611634,78726,15448
70545548394,100,49615936478,27266,92843
49063441446,20000,85573784729,12539,12347
10117268812,50000,46791317061,63305,65359
82328632713,15000,85326135396,28085,20991
16435429684,100,82362981633,11899,59140
94334377837,20000,95683365376,79788,87359
52153720859,1000,37588687075,53994,25061
61067673152,500,,58127,3935
36256085692,100,66314637773,62343,88470
27699210554,50000,43734876260,14337,4905
65126722278,2500,87992837840,99086,11338
61419490330,12000,,55366,17972
80278324591,1000,63832426543,94720,86100
24008668670,1000,77976272215,96925,64502
59466685798,2500,29662223894,17736,94934
82527905594,500,14213070001,43783,44927
59895883448,2500,,24575,43555
50098414157,15000,52697986429,71033,77645
21864592784,50000,,82689,9905
89198853075,12000,,57812,23351
84808811561,20000,58564719950,2482,77535
21001269769,500,18245499535,44389,93895
31805895430,500,,94098,51078
68914119258,1000,61189799650,72061,80853
86836348644,5000,61802026128,24113,43395
45441567431,100000,,46731,47725
64302707008,1000,86271870897,77834,22743
39992093811,100,63948246422,28379,95567
26549512607,5000,,67090,26775
73617504490,100,,6934,52755
68198479669,2500,64302707008,77157,46374
94846130810,500,14488450226,26835,43707
83578452789,1000,90323288301,5137,63744
42565297699,100000,,57783,59202
17931613554,2500,,41179,65987
33277330424,100,,87014,21574
82085259513,20000,,27638,80418
99081544469,50000,,87497,3254
91740011784,50000,,38391,38051
19780250152,50000,28777995825,91026,5569
40670605734,100,,3584,52150
75742987607,15000,,42711,86768
87000720737,15000,35882104961,46011,17347
66478904526,100000,91729289234,82058,1737
55165738846,50000,77616098269,3400,93741
10482779830,500,57794592844,70883,44878
67529251206,20000,14847644406,41758,77842
98396679364,20000,32628617589,39056,91612
38552971321,50000,,53956,5506
63421026442,15000,,34138,7123
70442357859,100,,83991,30152
57332138669,15000,48908840047,32687,46438
79664216129,5000,,33066,1892
97747659077,15000,32247866860,58243,30373
46034750301,500,40986624516,48537,28834
48994958225,15000,42622724020,55777,95589
44671960023,5000,95539491419,61764,85577
49051146522,100000,38177992739,67665,65653
53130564217,2500,66251803959,4982,18691
19209582150,100000,64004904852,53731,16420
43139070754,100000,,93476,48658
40258789609,100000,,49372,41552
44021865424,20000,79780588562,31521,30207
18584632945,50000,24943270937,60828,42869
85152698683,2500,,70471,16887
59510314303,100000,,47561,47283
82684982264,100,23243755057,53934,73580
55407345241,12000,,57146,16077
33269264591,100,10529066428,29045,23733
63169056115,50000,95048312506,395,51087
52591936176,15000,34177135147,50387,3913
14500585757,15000,,84365,61176
96871361959,20000,,7851,92422
57158165841,100,10324306622,12711,93865
38775460982,100000,58610240963,96595,59321
26355650716,2500,,51037,79237
13550827412,2500,76292542381,81288,92816
89648452601,2500,72618485147,11308,37805
77240141912,20000,,26349,93419
37841119735,2500,15137782869,43234,56673
45498429944,12000,,614,42560
31401244376,20000,65045738723,58576,78940
71750622504,20000,84266738191,70432,4760
34668948686,12000,,19159,19908
17119553568,100000,,16055,85511
63384425375,50000,,16709,14411
13203179069,1000,,95845,68029
53912685035,50000,,80724,45256
77334921459,50000,,30742,16985
51933110749,100,,16127,85547
94077648447,500,78791943283,17748,43002
28831725903,100000,18498692105,45235,53085
63685813356,100000,14188967429,71475,88343
87636955386,1000,,40251,86875
92419470349,1000,,32334,45761
19838688508,15000,,92446,54923
71161789857,12000,,91217,46133
50571418301,1000,25590915648,6383,86681
54724492458,20000,,60761,19628
26683628101,5000,44269671133,80205,73095
93093936351,100,,35861,38336
97593750418,100,89618369384,20513,73178
11818951004,15000,59646905880,64859,67737
97341461201,100000,86694823895,30920,80963
87394435699,5000,,65147,72596
48595058168,100000,,20786,61667
17146696888,12000,95632508007,37046,83337
59336917089,15000,31805895430,76041,12196
70286055821,5000,31797713910,16228,85769
24522289286,500,36652920157,88139,25160
45099006433,5000,35222416878,90760,79478
61698485347,2500,85979273539,31428,63748
18201829400,100000,28315808312,76486,30279
53678231368,12000,,68054,75687
40895784060,5000,46659254335,44930,32172
49075464995,50000,65577996701,35741,34612
28747374614,20000,78288555772,14597,24867
75790443790,100,92593157955,51080,9946
14071198159,50000,,58937,84015
39479084740,5000,83899437708,96815,77100
91897367619,2500,20671571747,33677,94146
27221260640,100,39679043984,72816,9097
18619856574,20000,62597020495,89541,98759
98853689039,1000,92537486136,47910,21141
20938684942,15000,77935635609,40219,34588
57123874401,500,61323150315,78067,5876
17021836667,12000,,92020,5794
91772728062,12000,,49155,44452
30435585288,15000,31473391829,45497,74223
84555412085,100000,44629376721,868,99595
92410135843,5000,18068479073,19852,59566
17304818469,2500,,82889,48361
16224329922,2500,,68328,23818
52771846429,50000,77771256067,84872,93428
70667738871,15000,12852997986,30942,40213
92566001552,1000,63099284822,73765,85852
13295437040,100,45342463453,13514,85401
89468211852,12000,84456350323,90532,77513
41746000100,1000,14869843283,11678,86563
24065161027,100,81503717307,56166,81067
67915500529,50000,91340644718,51690,42730
98569734839,20000,,18998,6733
40342198050,100000,85383626495,26293,60811
65625584950,100000,,11183,12858
25420418225,12000,40833114729,61568,798
90426341360,50000,18428571265,14280,13554
61426940767,50000,82336881297,92026,7469
26722221786,2500,,88203,67725
93844542623,5000,50534939429,63378,7885
48737741550,1000,,28286,10234
31642202908,100,,94561,38254
31855465137,500,47173756947,72479,93627
22149270272,500,,50583,41373
76127900344,5000,27469810221,94779,49484
34780336445,2500,43404050799,5240,49747
33733661363,50000,63384425375,94345,46530
77054307427,12000,63565431530,22042,57963
22052706903,500,55735596154,66793,53667
96614132114,100000,,74691,54501
33608541004,500,,58554,831
97083994749,15000,56976017285,18045,24160
62460341752,5000,,74183,18316
82400987734,15000,80790950541,13970,66925
13187245103,15000,73438293450,19114,34793
13888666823,500,,5118,5453
59451087758,20000,,64700,4519
45268987415,15000,44572908265,45386,86824
83550801298,5000,61204440893,21423,11583
69735861526,500,,34492,80332
89264835267,20000,39537809977,83081,438
28328351727,50000,76062700182,40385,74364
69747056388,50000,82328632713,92076,83570
13798278734,20000,74360499381,64253,14698
49913890652,5000,,69604,19408
50426297263,15000,,29039,64008
75274499481,15000,86657631415,71420,94789
26160929611,20000,,92778,85776
86650942716,2500,67364439359,55237,85751
45445370053,50000,58675571640,34192,75791
