CNPJ,CPF
80993060686527,79063320629
20077990191341,41450758601
36551947019119,64270949297
77363555522414,99151812895
58380936692239,21003042063
94823868628552,92959620129
58380936692239,16662167482
65012305574195,25278366860
79188359316833,39073960042
24366148453943,46528850869
82561615894649,12314829140
96758550393062,41859778880
97990733908995,99645223378
68773749662947,42332488922
37807480399323,37977004143
96758550393062,86045322855
35810129552383,83996255074
96446561698593,24651763944
82622589316584,68500938153
17930212248350,29805612713
56114895756964,50831921942
77363555522414,65884009282
64411873825172,58570287611
94823868628552,60000168622
21656594657176,81157591651
80993060686527,78134155553
80509909102767,36740297331
32446416049734,55311918272
39280180505111,93140693203
92522664749144,44004803366
25513712398394,50710322973
17930212248350,18243479721
29394446117338,31462758533
77363555522414,10229690748
59641810724473,18843031390
39280180505111,68502742556
12889672508035,73867446403
27745130881963,63613608002
98350280848017,63807142590
27745130881963,48665954653
96446561698593,59651145568
82165497775159,63031540532
84419120657576,58152535539
91166863731899,98384071058
94823868628552,99570007852
96252915496527,32816369547
62749743857167,29803481849
94312606099957,18117316139
27745130881963,39217732272
14449365346203,76678433124
95386174431158,56832401546
94823868628552,45368058675
79188359316833,66193634644
72940236893833,48620172576
53902059683323,17310419852
62668877819131,29430649072
20077990191341,33239521477
77948010861427,92550592803
85443217227750,50377008398
32146474794536,17266473260
75879460602581,79104642375
20077990191341,39021642641
21656594657176,27972490953
36551947019119,23197148010
25776742292783,16463328937
95660750107841,41926168067
92472164654253,33667282641
33348500404737,85260910025
45295288702545,90016475700
82851329951625,57971614655
65584843227507,17362326331
35810129552383,36760489008
12889672508035,39460162718
92522664749144,30935662023
12889672508035,82704059548
65012305574195,59103711615
85443217227750,91123520531
59108194804780,66016323830
58380936692239,14109954583
82011566347608,33118557107
72465950607081,25214826929
74549080594929,18165278575
61303513933329,87230585306
72940236893833,65163781735
85833961954628,48065020141
78376027409410,23563394452
95660750107841,27712562684
95386174431158,51051554107
53902059683323,86386688245
35810129552383,79149308806
17930212248350,20635951302
36551947019119,65429701911
92522664749144,85066651362
68773749662947,64627944813
92472164654253,48122519041
25513712398394,74163036776
33627455438980,29882848865
68773749662947,73666880642
38045647514401,91208900125
58380936692239,35373529122
74549080594929,96966285831
91166863731899,94512192540
72465950607081,67705758922
85833961954628,16067562667
62668877819131,27852451813
39003021370379,43952949277
94823868628552,11147916408
92522664749144,47639436277
97811619447236,98095231280
98350280848017,93938610563
52353336284687,74956768716
75879460602581,66373558890
93922386015918,38332112567
25776742292783,82121495618
72940236893833,77117468834
64411873825172,74838817668
82165497775159,96172512511
94312606099957,68564954036
53902059683323,37106786249
31161948922058,59186706159
61303513933329,23191543211
69595295206961,50818791900
82561615894649,95587809088
80197117608063,74219773685
95660750107841,12649148584
65584843227507,22744510653
24213037007828,64444806249
32446416049734,65971983252
59191751694955,32123015076
20077990191341,69758410513
74549080594929,35981408233
36165256900022,52970087045
82622589316584,77612970823
59108194804780,88906161128
82874747428016,47596893019
95660750107841,73209681111
31032450253537,74233426785
56114895756964,64498288913
49341182316212,74136904360
59108194804780,37696870157
32146474794536,63059718788
39280180505111,13866954058
95386174431158,74717350502
82851329951625,17213312034
46097289636674,83116516196
61921603224803,48044409029
36165256900022,49132126003
98350280848017,87270982504
93922386015918,29617087593
98350280848017,55171023264
95660750107841,38830340305
49341182316212,24788373641
40118078390691,91343923110
77948010861427,47106304502
59108194804780,31958544486
41917072548596,64688087810
31161948922058,19716902733
41917072548596,88426369041
55841356143005,57209652782
74549080594929,23126010472
82484311618001,30221674640
80197117608063,75844051423
40118078390691,74880293515
54815793842573,89688218373
56114895756964,48496475992
79188359316833,45783830825
14449365346203,16342335887
41917072548596,95987611894
20077990191341,29763379797
27745130881963,50082661615
97534969517714,40253389923
72465950607081,90310050263
55841356143005,18290741751
82851329951625,47408018836
61921603224803,87031810791
91166863731899,84692897451
29985749885620,39911556263
97811619447236,12667681751
80509909102767,39280573266
37698948044599,62624142379
61303513933329,18912470429
41418339362464,84262689845
97534969517714,87528468484
82622589316584,80130703428
38045647514401,33829260173
41418339362464,16399232080
64411873825172,38863415102
65012305574195,13054434255
72465950607081,23309398132
72465950607081,23145239871
33348500404737,70185292233
80993060686527,20712534040
96252915496527,85811557601
80197117608063,93431077623
68312882938921,35113223281
61303513933329,53847731179
31161948922058,58785207197
29394446117338,41480573248
79188359316833,98738528374
72940236893833,72367541662
45295288702545,42581345047
80197117608063,53835228310
37698948044599,69023907211
29394446117338,56064031820
68773749662947,41373482455
54815793842573,52499923337
34309540217627,50260581826
33627455438980,40362525879
94823868628552,40438120418
18281739518582,89409448650
79188359316833,16732554041
94823868628552,97369163682
80509909102767,61305518029
37698948044599,30372270651
98350280848017,58743938611
41418339362464,57913063216
31161948922058,76651134723
32146474794536,43126141871
19340753971102,81625603047
94312606099957,87224676764
69595295206961,82367436382
98350280848017,85254445152
82165497775159,34586588652
82874747428016,57560630201
82622589316584,84559466465
80993060686527,70540392353
24213037007828,16490713770
31032450253537,83866870253
97990733908995,30320420911
29394446117338,84359600042
96252915496527,34191851724
95386174431158,52813843247
74549080594929,79414455113
74549080594929,80368648510
21656594657176,74775683412
59191751694955,86229066410
53902059683323,61341125934
92472164654253,12320664507
96252915496527,14882578990
97811619447236,15794134668
24366148453943,72895582620
80197117608063,47530995124
52353336284687,52967688993
82011566347608,48911603355
96446561698593,73933193550
24366148453943,42954623174
45295288702545,10230393652
64411873825172,19176662979
61303513933329,62975710998
91166863731899,70744659324
69595295206961,54203651213
93922386015918,69522368455
40118078390691,53461652595
40118078390691,14644300983
82561615894649,81131849662
80993060686527,67748448115
97811619447236,73546571607
33348500404737,41839761338
29985749885620,96577545007
77948010861427,35389021011
75879460602581,75681850905
91166863731899,32342520379
36165256900022,14339755750
10583135150296,58037888549
55841356143005,79636652891
61921603224803,24413406169
80197117608063,74606650736
95660750107841,83665592395
65584843227507,42995226941
37698948044599,45325512149
84419120657576,70730881146
34309540217627,43123467737
80294934452936,36275750462
95660750107841,22610651798
14449365346203,88013354091
93922386015918,27511895149
19340753971102,25014441218
34309540217627,56001181914
77363555522414,49851378409
18281739518582,57681128419
61303513933329,18508894906
45295288702545,37838305818
20077990191341,21480448870
54815793842573,34057907996
29985749885620,57858363587
92522664749144,40827532911
41418339362464,53363590463
10583135150296,36023534334
82011566347608,35636877022
31161948922058,23343151016
39280180505111,43742548069
56114895756964,69700618911
12889672508035,77958161772
95660750107841,19858946386
94823868628552,40425386433
39280180505111,63794584095
85833961954628,73074711767
80197117608063,24641031374
40118078390691,81104639123
98350280848017,50665883213
85833961954628,66652615557
29985749885620,80750402372
72940236893833,20878137771
36551947019119,64339031658
80509909102767,92370831425
82851329951625,41931643565
37807480399323,54300325178
79522914976349,91021418390
31032450253537,45078197071
37807480399323,37871489978
17930212248350,59404569327
37698948044599,75798889682
49341182316212,93753852346
82165497775159,96589347513
82851329951625,64689224051
38045647514401,85685921365
78376027409410,36703410457
80197117608063,31079190315
82851329951625,63370111084
82622589316584,67021624908
31161948922058,13215063487
79188359316833,45738653672
29985749885620,92714649737
85833961954628,21554350265
36551947019119,29428762642
95660750107841,61741445125
59641810724473,23546852243
46097289636674,98499154091
45295288702545,90905408896
72465950607081,84759996972
58380936692239,91741304054
33627455438980,88986948074
59191751694955,26924923573
97811619447236,10019603986
61921603224803,42956061710
82851329951625,91363503372
75879460602581,90099734591
40118078390691,94756394905
19340753971102,66053954374
41917072548596,89447001493
20077990191341,76018495246
77363555522414,37473249112
21656594657176,34923079871
47826093703467,41984036504
94823868628552,41491707613
39280180505111,68760061037
31032450253537,67134312667
94466310402991,45133684742
74549080594929,83368477163
29394446117338,64671138357
82874747428016,39236587822
82165497775159,26513615309
69595295206961,91543042759
91166863731899,15544666991
61921603224803,29152330612
35810129552383,88507056419
94312606099957,90154258027
96758550393062,22791287142
96446561698593,76794174457
53902059683323,23944036588
41418339362464,35303022978
96252915496527,35515877996
31032450253537,70371865578
82561615894649,25266096658
62749743857167,73795954367
18281739518582,64843220390
45295288702545,52831172175
17930212248350,14493380105
36551947019119,61996211037
61303513933329,48513402218
54815793842573,87959525967
32446416049734,40823209304
82561615894649,37780062418
21656594657176,36823371301
24366148453943,23304091522
64411873825172,82417772133
31161948922058,48128527100
49341182316212,48696531753
10583135150296,31224672074
32446416049734,98326934461
82165497775159,97480208130
49341182316212,19434879771
36551947019119,94183176676
24213037007828,35986354706
92522664749144,50812869040
97811619447236,17208532646
85833961954628,26654158061
41418339362464,73488348953
80294934452936,73620519052
80993060686527,50234502579
25513712398394,23886112561
62749743857167,24956177711
36165256900022,15180776205
37698948044599,67774119211
80197117608063,63272905672
97811619447236,18554111578
31032450253537,77475522829
24213037007828,36071838965
65012305574195,76915032642
53902059683323,97623637059
20077990191341,99318223703
41418339362464,22371463903
75879460602581,35659551939
95386174431158,34398998527
27745130881963,74168705075
40118078390691,50058952887
37807480399323,18638324537
54815793842573,94939032044
54815793842573,68164183616
80294934452936,45304893466
58380936692239,20450220181
80197117608063,30115087539
68312882938921,85523735013
82622589316584,53993214867
59191751694955,93713133141
25776742292783,62719407174
33627455438980,79817969444
96758550393062,90241163548
52353336284687,63252161340
41418339362464,86502603180
68773749662947,75744059496
17930212248350,63753733569
25513712398394,90085732794
53902059683323,27821285639
52353336284687,97204539424
31161948922058,23041926374
24213037007828,91427582785
33627455438980,82162977759
97534969517714,38569127312
56114895756964,42729111486
85443217227750,48771094215
97534969517714,84653906161
72465950607081,19543292350
62668877819131,75727131586
94823868628552,29248110901
96446561698593,84671974910
92522664749144,29528717093
10583135150296,58383338261
24213037007828,91943347225
41418339362464,44893908958
25776742292783,16186221512
92522664749144,61709763690
55841356143005,62441073755
33348500404737,26942294395
95386174431158,27281053908
82484311618001,18484960960
97990733908995,79412397206
74549080594929,16270472781
59108194804780,50164511473
41917072548596,78908303484
35810129552383,79979998141
79522914976349,79978904988
10583135150296,80417066790
85833961954628,28930338048
52353336284687,70863434857
83278808046270,92746540028
77948010861427,52542444472
97990733908995,55666288216
12889672508035,12422318285
92522664749144,46998187927
97534969517714,13598121535
77363555522414,86088357661
96252915496527,19829910366
84419120657576,37130711291
82011566347608,82452324222
39003021370379,15479563865
31161948922058,64662712588
97811619447236,24099094155
98350280848017,91249923257
47826093703467,62187549676
54815793842573,43490956972
97990733908995,88526052963
27745130881963,73336165175
68312882938921,27527659570
31032450253537,88729676703
53902059683323,17024765508
12889672508035,58455488165
97811619447236,77483159894
74549080594929,75310348872
19340753971102,95111113907
59108194804780,76144277011
61921603224803,52175490846
25776742292783,96869898931
61921603224803,38537093226
94312606099957,27753582945
97811619447236,68247162852
39280180505111,55941211282
82561615894649,78121361206
41418339362464,12100115626
52353336284687,20029270452
58380936692239,14481042505
82622589316584,26335865924
18281739518582,11059899177
52353336284687,60013940035
77363555522414,22929212445
53902059683323,96623480522
80993060686527,72210145499
82851329951625,30089844765
31032450253537,33982045303
54815793842573,91670941523
20077990191341,66437315946
38045647514401,57589024950
94823868628552,61787336939
96446561698593,39851080089
59641810724473,21470648209
41418339362464,87939600969
94312606099957,48643878471
84419120657576,37335392195
91166863731899,91579286222
82874747428016,93201894396
80294934452936,30437487027
68773749662947,82537395123
49341182316212,21873800734
96252915496527,66729725585
41917072548596,86736666339
84419120657576,18344250766
79522914976349,50304781313
82561615894649,42533713674
62668877819131,11700064453
52353336284687,78286719296
80993060686527,97185076236
29985749885620,89939264771
59191751694955,61651685570
34309540217627,55916298186
41917072548596,50503417237
39003021370379,43579875955
72940236893833,16949925414
29394446117338,66667642083
25513712398394,89985245492
58380936692239,46358751557
64411873825172,23228202470
58380936692239,63521103244
83278808046270,58786446058
69595295206961,26432656953
82011566347608,20649405402
97811619447236,40081414752
40118078390691,49899181723
21656594657176,64224297102
77948010861427,43124166934
94312606099957,84699205089
41917072548596,19359060775
80294934452936,25199363107
37807480399323,31210298617
24366148453943,70486691907
24366148453943,27136427521
96252915496527,89427804789
14449365346203,65996330134
82561615894649,57801970337
37807480399323,16822797092
82851329951625,58865849834
97811619447236,57800444010
24366148453943,37015925512
69595295206961,66080910669
77948010861427,87343108949
80294934452936,81386359628
55841356143005,73883532025
96446561698593,78365664747
58380936692239,80426417144
96758550393062,78989179378
18281739518582,21813023922
93922386015918,33134668168
77363555522414,93128959328
52353336284687,51955394221
95660750107841,89557002730
85443217227750,32554984072
31032450253537,62051318055
85833961954628,18509164157
96252915496527,62387832291
54815793842573,38537035259
41418339362464,90327769545
62668877819131,33158916569
84419120657576,46012561741
20077990191341,91994929605
62749743857167,93256098930
19340753971102,68593427826
41418339362464,43520269779
31032450253537,38356870735
96758550393062,33707949693
61303513933329,73116109395
41917072548596,52198159195
49341182316212,62910227951
80197117608063,67782711485
65584843227507,14948786081
21656594657176,77211818764
24213037007828,71445313119
61921603224803,91889944111
79188359316833,77989424341
98350280848017,57351463519
47826093703467,51199891055
37807480399323,48045790956
95660750107841,41134881501
37807480399323,28785693474
49341182316212,89078392708
78376027409410,43182834787
53902059683323,57196995864
55841356143005,34457795317
25513712398394,30303741646
97990733908995,33896916803
54815793842573,40159263356
39003021370379,23393847771
77363555522414,80706033086
19340753971102,83583075745
52353336284687,53992617114
62749743857167,24711692167
33627455438980,81130854591
31032450253537,19876994886
54815793842573,43448052882
45295288702545,19426245248
74549080594929,65101225763
93922386015918,50274738046
91166863731899,94678345790
32446416049734,70377102484
95660750107841,44213607723
91166863731899,58694460603
36551947019119,83848534512
58380936692239,80079211664
82011566347608,57009206910
84419120657576,70302149610
96252915496527,41559072210
68773749662947,90325598644
45295288702545,24036254624
45295288702545,77482036995
82851329951625,53946330721
38045647514401,86184621416
79188359316833,68104812777
58380936692239,54089335035
65584843227507,83428529323
95386174431158,45137026336
77948010861427,79492958377
18281739518582,41362951946
77363555522414,32208252293
82561615894649,62240664518
24213037007828,48588629915
79188359316833,59195750928
59641810724473,30392795664
29985749885620,77231865952
69595295206961,67541967482
41418339362464,49950355605
54815793842573,88729901778
80993060686527,65824676155
82874747428016,35071898329
41917072548596,37128684277
65012305574195,14252330351
80197117608063,28413816086
80993060686527,72977334718
82874747428016,66335656796
47826093703467,36844981849
96758550393062,29736124572
61303513933329,97679010078
55841356143005,51010318980
41917072548596,73828365546
77363555522414,87869374789
10583135150296,89400121083
79188359316833,53099915388
31032450253537,43822814597
24213037007828,45454538273
17930212248350,66462964891
64411873825172,49861518023
37807480399323,75902229935
34309540217627,79527887063
79188359316833,34932082061
36165256900022,47541494406
65012305574195,47608487833
59191751694955,12016761325
92472164654253,58718117235
32146474794536,96110634118
25513712398394,96310880795
93922386015918,83596178850
82622589316584,71939021986
56114895756964,65884187518
80993060686527,67998197910
53902059683323,64382699985
96446561698593,87633262689
59641810724473,81612641328
47826093703467,18571412931
18281739518582,33750354522
33627455438980,98453435336
47826093703467,37890757638
92472164654253,88080862915
98350280848017,59679739702
92472164654253,16675821544
95660750107841,96829589133
20077990191341,41242636528
84419120657576,45260326394
20077990191341,53677331052
82874747428016,92818395088
68773749662947,13941413411
92472164654253,52878661783
62668877819131,31563109923
33627455438980,21643430717
32446416049734,97008645550
53902059683323,75669878179
82561615894649,62385701743
12889672508035,53127803599
14449365346203,12067562928
46097289636674,91218546360
61303513933329,91426109258
24213037007828,77351612576
62749743857167,78556800408
33627455438980,48255285866
68312882938921,13571501169
72465950607081,23465606863
95660750107841,66723265362
10583135150296,14356093968
34309540217627,70463081836
85443217227750,47804086186
41418339362464,14645823082
75879460602581,59351944258
10583135150296,94913677028
62668877819131,61896036033
17930212248350,46083363689
77363555522414,85810227247
77948010861427,27160078408
97811619447236,15102385485
84419120657576,60352823886
98350280848017,98816875808
94823868628552,54035398267
82622589316584,73350553968
92522664749144,10139026866
94466310402991,12443321243
96758550393062,97905829549
24213037007828,66330528128
10583135150296,37362001690
59191751694955,22236765167
85443217227750,19357151276
80993060686527,43204129370
39003021370379,43550470283
65584843227507,80232106622
46097289636674,90264709705
46097289636674,32389742744
40118078390691,65136632236
52353336284687,19520137673
55841356143005,45773960764
97534969517714,25869838790
18281739518582,21121122109
24366148453943,83786714707
82165497775159,15513765319
29394446117338,47693055132
80509909102767,10348528071
54815793842573,70728241565
24366148453943,37185046507
62749743857167,17133131345
72940236893833,93714194918
27745130881963,28692138886
82851329951625,61926872118
20077990191341,49510340993
32446416049734,59575908694
34309540217627,92706619861
62668877819131,68911545132
65584843227507,59596340261
45295288702545,83821703439
14449365346203,68139003153
80993060686527,90397386289
19340753971102,67765215825
54815793842573,66810891536
41917072548596,78221391603
64411873825172,50474694709
32446416049734,67426075811
96446561698593,60157909909
24213037007828,13590063406
40118078390691,84874033344
53902059683323,68285421021
84419120657576,31649203710
29985749885620,54870325088
80294934452936,86430651802
59191751694955,96594830371
61303513933329,26258172166
55841356143005,55647242006
82561615894649,33739389985
36551947019119,34566585497
84419120657576,65548741754
35810129552383,46644999005
37698948044599,98846058375
36165256900022,65778162736
72940236893833,19300548894
94466310402991,58342941788
85443217227750,63433233503
35810129552383,60284407864
95660750107841,22627893864
53902059683323,90082013599
14449365346203,59097045445
37807480399323,61503281529
68312882938921,48236385411
95660750107841,70618498425
96446561698593,97251225442
24213037007828,24870468586
95660750107841,96649607696
97534969517714,26236156063
85443217227750,52675784664
82165497775159,54087325558
94466310402991,15524604970
39280180505111,46423821633
58380936692239,74946259406
27745130881963,48171553183
96758550393062,35465740510
94466310402991,79010487376
97534969517714,88182610976
52353336284687,68928042710
93922386015918,97327832965
62668877819131,23115685474
29394446117338,53087663475
35810129552383,14764562734
61921603224803,97049469649
68773749662947,92647295829
27745130881963,90620501076
62749743857167,90859571897
61921603224803,84212558593
59641810724473,55959604472
75879460602581,27412443932
97990733908995,85881091980
32146474794536,70222349174
36551947019119,49610717275
32446416049734,15774713764
77948010861427,36672020957
62668877819131,66562136066
85443217227750,75180862467
85833961954628,45602667770
10583135150296,26715688531
65584843227507,86830399335
83278808046270,87025615434
59641810724473,58490538522
33627455438980,32924581925
65584843227507,17830628067
46097289636674,95111332610
29394446117338,76826544449
59108194804780,51618884107
91166863731899,78910872532
38045647514401,66777549278
32146474794536,29582784829
65584843227507,36782769001
68773749662947,48880092582
46097289636674,88949311109
82561615894649,90888530280
24213037007828,89323269682
72940236893833,36602368153
18281739518582,79705633884
34309540217627,45126159157
79188359316833,47625581475
49341182316212,44191230090
33348500404737,85543703812
24366148453943,31152129073
39280180505111,92355127753
29394446117338,15344642208
59641810724473,21702951567
79188359316833,77883335559
91166863731899,77569463298
61921603224803,85425039603
46097289636674,71225639334
59641810724473,67574728121
47826093703467,28516666568
58380936692239,10725631524
36165256900022,47053493849
98350280848017,74239585107
39280180505111,73840889342
36551947019119,99942421258
36165256900022,30563584358
59108194804780,54653424567
59108194804780,21825591770
31161948922058,54961720103
12889672508035,83094233357
40118078390691,12149164251
61303513933329,76919583373
85833961954628,91942711688
59108194804780,48861105099
14449365346203,97667206547
45295288702545,12018555366
94466310402991,20656942427
41917072548596,83959532581
85833961954628,85860884875
75879460602581,22188888949
94823868628552,31501768164
47826093703467,56821381366
37807480399323,40354357111
59191751694955,17741635019
77948010861427,67950664324
62749743857167,43998080953
72940236893833,99187785295
65012305574195,36541774673
96446561698593,49472463658
40118078390691,17631756331
80509909102767,82902931431
39003021370379,70380248511
55841356143005,87667116317
20077990191341,39049274108
82484311618001,19998211400
68312882938921,90162260833
96252915496527,12162142657
62668877819131,30963990014
20077990191341,99498009453
54815793842573,70549981057
39003021370379,95136805460
91166863731899,24243539637
80294934452936,98775436920
78376027409410,15792096149
91166863731899,41729350123
82622589316584,68943637343
31032450253537,76163603232
65584843227507,95102486927
82165497775159,66091024285
74549080594929,30839781847
79522914976349,46670476134
35810129552383,70383027214
36165256900022,58485511361
59191751694955,52305085926
53902059683323,87357705820
77948010861427,39691492803
82851329951625,54280021241
82622589316584,95698266221
94466310402991,92702509662
92522664749144,61586404592
72940236893833,69452469757
85833961954628,33717468692
54815793842573,43299686421
41418339362464,49541880834
33627455438980,87632902231
46097289636674,53403204646
40118078390691,46217767182
61921603224803,65021942793
68773749662947,32241373117
94466310402991,90174701909
80993060686527,17927820575
95660750107841,31716284021
65012305574195,78967249632
62749743857167,49950480567
94466310402991,55754243325
72940236893833,56870008185
18281739518582,89017626356
24366148453943,78510115805
29394446117338,69277253272
21656594657176,49880825102
37807480399323,46926930148
77363555522414,33055519777
58380936692239,51819620244
37698948044599,17081648916
36165256900022,79137770402
52353336284687,68457839018
91166863731899,49056128580
25513712398394,90281589695
79188359316833,53256955578
93922386015918,75889545435
95386174431158,41533417050
92522664749144,52243698048
45295288702545,77525186442
79522914976349,72324497874
94466310402991,94519693371
45295288702545,88975122376
53902059683323,82877070868
41917072548596,44679504090
95660750107841,16918247000
91166863731899,91887627797
31032450253537,45883826232
72465950607081,11061767246
58380936692239,10446558195
82011566347608,43378085453
25513712398394,93506956736
32446416049734,13212974055
59191751694955,35216908309
92522664749144,38986186452
61921603224803,96120371805
24366148453943,31760008497
95386174431158,98642556581
85833961954628,59478179428
17930212248350,18988221309
92522664749144,90318525478
80197117608063,46220137164
80197117608063,21352312067
34309540217627,94976544173
68773749662947,42202466023
53902059683323,17396476772
39003021370379,88708339896
49341182316212,33877425003
59191751694955,61619205151
31161948922058,16040376764
19340753971102,28506670463
39003021370379,89091551301
25513712398394,73249714584
19340753971102,84094030437
83278808046270,90885097594
84419120657576,93910334275
25513712398394,25419124690
46097289636674,20004340609
37698948044599,26089814431
40118078390691,43287673243
20077990191341,14156382796
92522664749144,91303273374
12889672508035,77329406829
72465950607081,41744418137
25513712398394,75165483457
32446416049734,88044186758
69595295206961,32957267670
19340753971102,71510715877
77948010861427,40049640461
25776742292783,35193462133
77948010861427,97539050322
82622589316584,94558351742
18281739518582,97091700769
95660750107841,78597804668
74549080594929,80211364810
62749743857167,58572080056
39280180505111,96510587443
80993060686527,86876111824
80509909102767,21982008679
92472164654253,55180799705
62668877819131,59445609472
32446416049734,57048810094
59641810724473,96411419489
98350280848017,60021348908
32146474794536,52589011051
24213037007828,51964346321
31032450253537,91594598564
80294934452936,44976920325
80294934452936,17683295337
84419120657576,22449668777
94466310402991,28064374930
62749743857167,64508868046
94466310402991,17362420466
72940236893833,62685213148
80993060686527,55444734242
82484311618001,26631995489
72940236893833,11203552122
17930212248350,38230117100
84419120657576,14361782509
77363555522414,70203656416
36551947019119,34440001721
61921603224803,44473730327
75879460602581,84341697883
65584843227507,40860462286
79188359316833,54323745568
97990733908995,52657636675
97990733908995,86647084143
72940236893833,30731763621
56114895756964,99697378053
33627455438980,31558772314
65012305574195,98497417977
40118078390691,70241715180
95386174431158,41454403040
77363555522414,49847772306
75879460602581,72193705314
65584843227507,94848549827
18281739518582,50670010383
80509909102767,99939336001
61921603224803,81107694692
82165497775159,37232199847
82851329951625,18504670198
92522664749144,73996691576
36551947019119,30868225487
55841356143005,99822112201
94466310402991,40811518671
45295288702545,61333109582
27745130881963,91100302634
72465950607081,19701151065
49341182316212,70965595719
82622589316584,29650834219
64411873825172,66238564873
74549080594929,70735509478
95386174431158,64740960813
41418339362464,49981548709
64411873825172,97456775261
97990733908995,33993074392
82484311618001,96269127536
62668877819131,42413819090
27745130881963,83509991128
32446416049734,46188697562
38045647514401,89364619544
59191751694955,27969780773
97534969517714,80941844007
72940236893833,46100541882
47826093703467,78668297110
39280180505111,36864477958
77948010861427,17858529845
41418339362464,29620868114
65012305574195,34223141433
65012305574195,90976908841
24213037007828,49795412401
25513712398394,99711712308
53902059683323,31438667560
56114895756964,71706052696
12889672508035,17086196486
64411873825172,62055595100
21656594657176,14582230305
80993060686527,81206337507
78376027409410,81043665798
96252915496527,26106582033
20077990191341,88128366470
65012305574195,36576191559
96758550393062,77085056850
96446561698593,71648652983
59191751694955,57178711682
46097289636674,54986983540
54815793842573,86727113022
97990733908995,69328991050
34309540217627,10518485294
82874747428016,54777548499
25776742292783,91236049740
82561615894649,45698381038
68312882938921,97871892615
65584843227507,33920003361
95386174431158,42858575010
96252915496527,23959223191
49341182316212,90059236597
68773749662947,50862281159
93922386015918,47341126297
85443217227750,71668364659
68773749662947,79408076854
61921603224803,89911274854
96446561698593,80135202257
45295288702545,24331965901
27745130881963,17974257887
85443217227750,38776393289
79188359316833,66842152972
10583135150296,34837357216
17930212248350,32933892764
31032450253537,98960341722
41917072548596,12516975624
47826093703467,28178585293
78376027409410,20272673171
62668877819131,25185668718
80993060686527,26837703401
96446561698593,44196220651
14449365346203,18313123494
82011566347608,81504676170
79522914976349,32416283583
80509909102767,60821723918
77948010861427,22780343384
54815793842573,57686186077
96758550393062,89591096756
85833961954628,90491536620
20077990191341,30597139822
64411873825172,70325185203
33348500404737,21226368341
45295288702545,53917715762
41917072548596,13847924492
33627455438980,73045247252
29394446117338,17687812941
80294934452936,40771559367
80509909102767,98870955028
97811619447236,97943454641
14449365346203,79163878959
61303513933329,25148072194
62668877819131,17911765428
25513712398394,53760097014
61921603224803,72532964106
21656594657176,22974554853
12889672508035,58161888114
19340753971102,38612043090
65584843227507,58845201388
85833961954628,76743460225
62668877819131,92615214473
97811619447236,28511880924
59108194804780,51765609507
84419120657576,48874586962
34309540217627,62520306727
61303513933329,81080260071
24213037007828,34063887449
68312882938921,63478554992
65584843227507,37903865715
82874747428016,90792293687
56114895756964,18293534846
79188359316833,13617583382
59641810724473,59484349206
37698948044599,40117424162
40118078390691,52839175746
35810129552383,88039956144
59191751694955,57815649638
32446416049734,58046380740
55841356143005,52606970563
79522914976349,24908860474
64411873825172,92652803921
94823868628552,15067102610
52353336284687,22656788642
36165256900022,10219911401
27745130881963,73080862696
59641810724473,85103084670
92522664749144,22347446779
97811619447236,65155385750
25776742292783,53006791318
61921603224803,62793065103
96758550393062,48121801182
58380936692239,36464310926
25513712398394,21721802228
24213037007828,68120091056
39280180505111,87560829572
36551947019119,66377377348
38045647514401,90242201784
59191751694955,95932150135
64411873825172,92144187886
62749743857167,95230437313
27745130881963,76744637047
64411873825172,96321273219
82011566347608,11303290652
24366148453943,60470710267
10583135150296,75733528945
18281739518582,79950525811
93922386015918,41063742261
19340753971102,55648091219
95660750107841,65699306828
62668877819131,30190882170
95660750107841,62025766286
94312606099957,21429428215
96446561698593,95298994102
40118078390691,55824952284
91166863731899,60877834389
61921603224803,99367406068
94823868628552,87375141824
69595295206961,60574931200
25513712398394,72159433041
20077990191341,10530905587
35810129552383,51698758661
17930212248350,97141768111
77363555522414,21340036662
32146474794536,96770615239
64411873825172,70334124365
47826093703467,17231928190
12889672508035,72539096015
34309540217627,63660197315
82851329951625,13622491715
14449365346203,64722177650
25513712398394,39732222964
25776742292783,89786867963
93922386015918,30419592686
85833961954628,96582657692
80197117608063,47825267591
27745130881963,62318342874
79522914976349,55711143816
24366148453943,27041816938
53902059683323,11172124955
59641810724473,82302998517
94312606099957,78454512974
34309540217627,26609048961
78376027409410,16609461673
47826093703467,85604716391
41418339362464,31588718963
82622589316584,55777934965
62749743857167,43255539731
74549080594929,92967263157
31032450253537,44960590009
62749743857167,92312525993
18281739518582,54791541296
97990733908995,21520968706
36551947019119,24447844342
56114895756964,48398536808
62668877819131,85158561050
68773749662947,12566826220
19340753971102,15988319659
45295288702545,33023982309
29394446117338,58734002609
80294934452936,53969903926
83278808046270,99073984519
94312606099957,96990960745
82874747428016,64096157942
82484311618001,47150673420
21656594657176,69236260469
80197117608063,77852353882
37807480399323,53155546893
59108194804780,56767609637
64411873825172,33155969353
82165497775159,77688218170
14449365346203,86157573193
29394446117338,83092159364
80197117608063,98215947954
82165497775159,69459292246
84419120657576,81882422339
41917072548596,23991949267
29394446117338,55783547385
61303513933329,31619191635
96758550393062,94824482056
53902059683323,53634843777
83278808046270,33161022922
95660750107841,73913775837
29394446117338,31817214567
82484311618001,94255906048
