CPF,ID,papel
90859571897,10867,mocinha
84212558593,176,ladrao
55959604472,2675,mocinha
27412443932,1999,mochinho
85881091980,243,mochinho
70222349174,121,assassino
49610717275,13654,lenhador
15774713764,1809,figurante
36672020957,1900,heroi
66562136066,10590,figurante
75180862467,22,mocinha
45602667770,10559,banqueiro
26715688531,616,heroi
86830399335,121,figurante
87025615434,421,lenhador
58490538522,4614,lenhador
32924581925,176,mochinho
17830628067,768,mocinha
95111332610,12211,ladrao
76826544449,9741,assassino
51618884107,176,mochinho
78910872532,121,banqueiro
66777549278,65,mochinho
29582784829,2114,figurante
36782769001,1433,mocinha
48880092582,786,mochinho
88949311109,121,ladrao
90888530280,310,mochinho
89323269682,22,mocinha
36602368153,6466,mochinho
79705633884,670,ladrao
45126159157,10567,mocinha
47625581475,22,heroi
44191230090,6466,ladrao
85543703812,4614,heroi
31152129073,310,mocinha
92355127753,14128,assassino
15344642208,2059,figurante
21702951567,243,lenhador
77883335559,14128,mocinha
77569463298,1574,heroi
85425039603,818,mochinho
71225639334,9506,mochinho
67574728121,17774,heroi
28516666568,65,mocinha
10725631524,616,figurante
47053493849,1900,assassino
74239585107,1538,figurante
73840889342,9016,mocinha
99942421258,1999,lenhador
30563584358,12211,banqueiro
54653424567,10559,heroi
21825591770,869,figurante
54961720103,1824,banqueiro
83094233357,1921,mochinho
12149164251,17774,lenhador
76919583373,425,banqueiro
91942711688,10647,mochinho
48861105099,1900,assassino
97667206547,14128,figurante
12018555366,14128,assassino
20656942427,4614,banqueiro
83959532581,302,ladrao
85860884875,1574,assassino
22188888949,425,banqueiro
31501768164,670,heroi
56821381366,310,figurante
40354357111,671,banqueiro
17741635019,1809,figurante
67950664324,302,banqueiro
43998080953,243,assassino
99187785295,1574,mocinha
36541774673,98,mochinho
49472463658,122,heroi
17631756331,652,ladrao
82902931431,671,heroi
70380248511,2067,mocinha
87667116317,1921,banqueiro
39049274108,1900,lenhador
19998211400,10559,lenhador
90162260833,10647,assassino
12162142657,10992,mochinho
30963990014,671,mochinho
99498009453,19457,assassino
70549981057,9016,figurante
95136805460,671,figurante
24243539637,671,banqueiro
98775436920,1809,assassino
15792096149,10867,figurante
41729350123,10992,banqueiro
68943637343,161,heroi
76163603232,98,heroi
95102486927,322,ladrao
66091024285,11544,mocinha
30839781847,129,ladrao
46670476134,121,figurante
70383027214,22,mocinha
58485511361,122,ladrao
52305085926,10567,figurante
87357705820,22,mochinho
39691492803,1574,assassino
54280021241,13654,mochinho
95698266221,9373,mocinha
92702509662,10867,mocinha
61586404592,176,mocinha
69452469757,4247,banqueiro
33717468692,10867,mocinha
43299686421,1429,banqueiro
49541880834,10867,heroi
87632902231,14462,ladrao
53403204646,616,ladrao
46217767182,10567,mochinho
65021942793,786,banqueiro
32241373117,1921,banqueiro
90174701909,2575,mocinha
17927820575,1429,heroi
31716284021,1433,mochinho
78967249632,693,heroi
49950480567,161,ladrao
55754243325,616,assassino
56870008185,19457,assassino
89017626356,2048,banqueiro
78510115805,167,ladrao
69277253272,120,assassino
49880825102,176,heroi
46926930148,9506,assassino
33055519777,121,ladrao
51819620244,310,figurante
17081648916,10559,figurante
79137770402,9016,ladrao
68457839018,10559,mocinha
49056128580,14128,assassino
90281589695,11544,figurante
53256955578,122,mochinho
75889545435,553,assassino
41533417050,10590,ladrao
52243698048,1574,lenhador
77525186442,10992,ladrao
72324497874,14462,mochinho
94519693371,14462,mochinho
88975122376,616,ladrao
82877070868,9532,lenhador
44679504090,176,ladrao
16918247000,421,lenhador
91887627797,616,banqueiro
45883826232,322,lenhador
11061767246,322,banqueiro
10446558195,818,mochinho
43378085453,10867,assassino
93506956736,10567,lenhador
13212974055,1429,mocinha
35216908309,9373,figurante
38986186452,4247,banqueiro
96120371805,1433,mocinha
31760008497,421,ladrao
98642556581,24,assassino
59478179428,1999,lenhador
18988221309,1538,assassino
90318525478,1538,lenhador
46220137164,1824,lenhador
21352312067,120,ladrao
94976544173,672,ladrao
42202466023,1647,assassino
17396476772,161,heroi
88708339896,693,heroi
33877425003,98,mocinha
61619205151,2048,mocinha
16040376764,652,lenhador
28506670463,670,mocinha
89091551301,10992,banqueiro
73249714584,161,assassino
84094030437,122,banqueiro
90885097594,2114,lenhador
93910334275,70,lenhador
25419124690,616,assassino
20004340609,9476,ladrao
26089814431,12211,mochinho
43287673243,1433,lenhador
14156382796,4614,mochinho
91303273374,553,mochinho
77329406829,9506,lenhador
41744418137,19457,ladrao
75165483457,14462,heroi
88044186758,634,assassino
32957267670,302,lenhador
71510715877,786,mochinho
40049640461,167,mocinha
35193462133,322,banqueiro
97539050322,1429,mocinha
94558351742,14128,mocinha
97091700769,1429,mocinha
78597804668,9373,ladrao
80211364810,616,lenhador
58572080056,634,mocinha
96510587443,24,lenhador
86876111824,310,lenhador
21982008679,10625,heroi
55180799705,9506,mocinha
59445609472,9806,mochinho
57048810094,869,heroi
96411419489,2048,figurante
60021348908,70,banqueiro
52589011051,302,lenhador
51964346321,634,mocinha
91594598564,1433,heroi
44976920325,2841,lenhador
17683295337,2675,lenhador
22449668777,671,mocinha
28064374930,2059,ladrao
64508868046,310,banqueiro
17362420466,10647,lenhador
62685213148,9476,heroi
55444734242,557,heroi
26631995489,77,mocinha
11203552122,129,mochinho
38230117100,955,heroi
14361782509,1429,banqueiro
70203656416,1921,lenhador
34440001721,4247,figurante
44473730327,2059,figurante
84341697883,670,heroi
40860462286,322,heroi
54323745568,14128,assassino
52657636675,12658,assassino
86647084143,243,lenhador
30731763621,634,ladrao
99697378053,508,heroi
31558772314,1900,mochinho
98497417977,1999,banqueiro
70241715180,786,lenhador
41454403040,9373,banqueiro
49847772306,121,ladrao
72193705314,9373,mochinho
94848549827,1809,ladrao
50670010383,693,mochinho
99939336001,167,figurante
81107694692,10867,ladrao
37232199847,652,assassino
18504670198,9833,mochinho
73996691576,129,lenhador
30868225487,14462,mocinha
99822112201,9532,heroi
40811518671,322,heroi
61333109582,65,ladrao
91100302634,425,figurante
19701151065,508,mochinho
70965595719,9741,banqueiro
29650834219,634,banqueiro
66238564873,167,ladrao
70735509478,2575,figurante
64740960813,243,mocinha
49981548709,671,ladrao
97456775261,652,figurante
33993074392,10590,assassino
96269127536,786,figurante
42413819090,818,mochinho
83509991128,10590,figurante
46188697562,121,lenhador
89364619544,310,assassino
27969780773,10625,mochinho
80941844007,14128,figurante
46100541882,22,mocinha
78668297110,13654,assassino
36864477958,8920,mochinho
17858529845,22,mochinho
29620868114,12211,banqueiro
34223141433,4247,mochinho
90976908841,1538,mocinha
49795412401,2059,mochinho
99711712308,9532,banqueiro
31438667560,122,figurante
71706052696,121,mochinho
17086196486,65,lenhador
62055595100,19457,assassino
14582230305,302,ladrao
81206337507,2048,assassino
81043665798,4614,banqueiro
26106582033,9532,assassino
88128366470,1824,mocinha
36576191559,2059,lenhador
77085056850,693,banqueiro
71648652983,22,banqueiro
57178711682,693,figurante
54986983540,11081,heroi
86727113022,8920,assassino
69328991050,508,mochinho
10518485294,11081,figurante
54777548499,11081,banqueiro
91236049740,77,banqueiro
45698381038,10867,figurante
97871892615,786,figurante
33920003361,2841,assassino
42858575010,120,banqueiro
23959223191,176,lenhador
90059236597,10867,mochinho
50862281159,557,heroi
47341126297,1900,lenhador
71668364659,10559,mocinha
79408076854,672,assassino
89911274854,22,mochinho
80135202257,2067,mocinha
24331965901,2114,ladrao
17974257887,10625,lenhador
38776393289,9506,mochinho
66842152972,616,heroi
34837357216,9806,heroi
32933892764,77,mochinho
98960341722,955,mocinha
12516975624,98,ladrao
28178585293,2059,heroi
20272673171,9476,figurante
25185668718,129,mocinha
26837703401,12658,figurante
44196220651,4247,mochinho
18313123494,14462,banqueiro
81504676170,869,mochinho
32416283583,955,mochinho
60821723918,11635,mochinho
22780343384,65,lenhador
57686186077,10567,mochinho
89591096756,243,heroi
90491536620,4614,figurante
30597139822,10625,lenhador
70325185203,693,mocinha
21226368341,9833,ladrao
53917715762,11635,assassino
13847924492,2675,figurante
73045247252,786,heroi
17687812941,1538,mocinha
40771559367,425,figurante
98870955028,818,heroi
97943454641,768,figurante
79163878959,2841,lenhador
25148072194,10647,banqueiro
17911765428,9741,mocinha
53760097014,10625,ladrao
72532964106,9373,lenhador
22974554853,98,ladrao
58161888114,9016,mocinha
38612043090,2675,mochinho
58845201388,9532,heroi
76743460225,1900,lenhador
92615214473,425,assassino
28511880924,670,lenhador
51765609507,1574,ladrao
48874586962,122,lenhador
62520306727,10992,figurante
81080260071,2067,ladrao
34063887449,10567,lenhador
63478554992,310,mochinho
37903865715,120,ladrao
90792293687,65,assassino
18293534846,22,mochinho
13617583382,24,mochinho
59484349206,2048,figurante
40117424162,2059,lenhador
52839175746,9741,mochinho
88039956144,1538,ladrao
57815649638,13654,ladrao
58046380740,167,mochinho
52606970563,14128,ladrao
24908860474,786,mochinho
92652803921,122,figurante
15067102610,508,banqueiro
22656788642,10647,ladrao
10219911401,167,lenhador
73080862696,161,heroi
85103084670,10867,assassino
22347446779,2048,figurante
65155385750,2059,ladrao
53006791318,1574,lenhador
62793065103,8920,assassino
48121801182,9373,banqueiro
36464310926,129,figurante
21721802228,818,mochinho
68120091056,302,heroi
87560829572,1824,mochinho
66377377348,22,figurante
90242201784,161,assassino
95932150135,1429,heroi
92144187886,11544,mochinho
95230437313,1999,lenhador
76744637047,1429,banqueiro
96321273219,167,ladrao
11303290652,553,banqueiro
60470710267,11544,banqueiro
75733528945,77,assassino
79950525811,1999,lenhador
41063742261,176,lenhador
55648091219,2675,assassino
65699306828,671,mocinha
30190882170,2067,mocinha
62025766286,1429,lenhador
21429428215,553,mochinho
95298994102,121,heroi
55824952284,243,mocinha
60877834389,1433,banqueiro
99367406068,98,banqueiro
87375141824,10992,banqueiro
60574931200,9016,heroi
72159433041,2048,mochinho
10530905587,2114,figurante
51698758661,17774,mochinho
97141768111,2059,heroi
21340036662,425,heroi
96770615239,671,heroi
70334124365,8920,ladrao
17231928190,129,heroi
72539096015,11635,lenhador
63660197315,120,lenhador
13622491715,425,lenhador
64722177650,17774,heroi
39732222964,670,ladrao
89786867963,10590,banqueiro
30419592686,4614,assassino
96582657692,10647,figurante
47825267591,1574,heroi
62318342874,10992,mocinha
55711143816,9476,ladrao
27041816938,17774,heroi
11172124955,77,ladrao
82302998517,1574,banqueiro
78454512974,243,lenhador
26609048961,121,lenhador
16609461673,2048,ladrao
85604716391,818,lenhador
31588718963,652,figurante
55777934965,10647,figurante
43255539731,955,figurante
92967263157,129,heroi
44960590009,1433,ladrao
92312525993,9373,assassino
54791541296,14128,mocinha
21520968706,9741,ladrao
24447844342,2059,lenhador
48398536808,11544,figurante
85158561050,9741,mocinha
12566826220,8920,lenhador
15988319659,10559,figurante
33023982309,10992,lenhador
58734002609,425,banqueiro
53969903926,10625,heroi
99073984519,17774,banqueiro
96990960745,176,ladrao
64096157942,10992,mochinho
47150673420,129,mocinha
69236260469,1921,heroi
77852353882,9532,lenhador
53155546893,310,figurante
56767609637,955,mochinho
33155969353,11081,banqueiro
77688218170,2675,mocinha
86157573193,2059,figurante
83092159364,768,heroi
98215947954,11635,lenhador
69459292246,10567,heroi
81882422339,176,heroi
23991949267,98,heroi
55783547385,9741,banqueiro
31619191635,12211,banqueiro
94824482056,671,lenhador
53634843777,955,heroi
33161022922,11635,assassino
73913775837,4614,mocinha
31817214567,122,lenhador
94255906048,616,mochinho
83576361645,176,mochinho
73888343194,9532,figurante
86421453918,9833,ladrao
21873530162,1647,heroi
41630826295,818,figurante
91630120969,9806,mocinha
99197897122,243,figurante
42897092251,553,heroi
88194434190,10590,lenhador
61801298733,1999,figurante
50145672230,14462,lenhador
96008700778,10590,banqueiro
49435861263,421,mochinho
94235451331,10625,banqueiro
50956990583,310,heroi
82518797825,22,banqueiro
22206639872,671,mocinha
23559517663,9741,mochinho
72889169187,9741,mocinha
92981480061,786,heroi
65363310019,8920,heroi
57588119439,322,lenhador
82124094747,1574,ladrao
79407982001,11635,figurante
51687493974,243,assassino
89239909985,1433,ladrao
32168651452,9532,mocinha
92340518497,1538,assassino
65212134209,17774,assassino
90001794970,2675,heroi
22800028598,302,assassino
76609082274,1824,assassino
55793881834,322,banqueiro
85142429179,121,ladrao
21724969463,2675,mochinho
32333999743,129,banqueiro
98032422596,553,mocinha
50683465131,17774,lenhador
47032073422,9373,heroi
41462193712,425,banqueiro
76149994490,869,heroi
22782121244,818,mochinho
22108169727,77,lenhador
70022767122,2059,figurante
15754733596,70,heroi
51663585723,693,banqueiro
25223336823,634,banqueiro
81632944743,14128,heroi
27771565967,2575,mochinho
16201057101,1900,figurante
52133599701,2048,heroi
83411244081,167,heroi
19029233336,1647,lenhador
58614961785,9741,heroi
87758690336,652,heroi
29915959827,869,mocinha
42272398132,121,heroi
87573292573,672,heroi
68935112731,120,mochinho
14473445101,11081,mochinho
30253381886,13654,heroi
52430489032,2067,heroi
53071651804,10867,banqueiro
15641667117,13654,heroi
50043693626,2841,ladrao
48370424779,161,figurante
73378359946,786,lenhador
43761958624,243,heroi
99745653151,1999,mocinha
26506210689,65,banqueiro
82085929966,768,assassino
58631090707,1809,assassino
60260428107,10625,banqueiro
30625517366,10625,mochinho
62270006769,1824,assassino
91869547550,176,lenhador
95215995417,616,banqueiro
62017067036,302,mochinho
26857551985,176,ladrao
20864155671,12658,mocinha
71833754060,1999,figurante
46940048861,98,ladrao
37021054226,129,mochinho
77261325676,672,ladrao
66962216479,557,ladrao
98801760285,11081,mocinha
89641164459,9532,figurante
88258764045,670,heroi
53276098753,167,banqueiro
95325229046,4247,figurante
71304678674,129,assassino
54796740316,672,heroi
30483654295,65,mocinha
66381383401,4247,banqueiro
27166796532,2675,lenhador
80944886586,176,banqueiro
40915594637,1538,lenhador
14293749414,9532,assassino
86683976358,693,figurante
26391088741,1809,figurante
93435517645,322,figurante
36710101666,768,lenhador
82683169842,14462,mochinho
60403097477,2575,ladrao
62054610288,77,banqueiro
26534433895,22,lenhador
89245430907,11635,assassino
84620034216,553,mochinho
75238855267,11544,heroi
73182261294,1999,lenhador
30461613328,1999,heroi
88256884610,11635,ladrao
38557382749,77,banqueiro
75988240782,8920,heroi
90972691185,176,banqueiro
70269607065,243,banqueiro
78418491266,65,figurante
66058847125,65,ladrao
54444906015,310,ladrao
74351494184,6466,assassino
27664653967,1824,figurante
76280962602,672,assassino
11807716132,10867,banqueiro
52610967595,70,assassino
58381439807,553,figurante
31288150640,10590,banqueiro
31218901489,322,lenhador
70580472808,10559,figurante
19629756122,11544,lenhador
23085345488,9532,figurante
80472782091,2067,lenhador
22007408644,10867,mochinho
85785143861,19457,mochinho
54630242416,2675,banqueiro
98414752825,9373,assassino
81357377559,4614,mocinha
55844499275,1999,mochinho
52044931125,10647,mochinho
19273482307,9741,mochinho
14165936203,19457,mocinha
90385230895,98,mocinha
69521836466,70,assassino
28281706748,19457,ladrao
97534484478,2048,banqueiro
15536776676,2575,assassino
77120668217,13654,assassino
79036156431,65,lenhador
73593683800,10867,banqueiro
83487511399,122,mocinha
77623724996,1824,heroi
45776212105,768,figurante
45301689221,10647,lenhador
34889391976,869,ladrao
94277360616,671,ladrao
17494238152,9741,lenhador
52313292285,9373,figurante
80913934268,8920,lenhador
16725083380,9833,ladrao
26197092120,955,assassino
90006312836,672,assassino
48973961509,13654,lenhador
48890769670,122,mocinha
98128676492,634,assassino
49404393807,2048,ladrao
64875578254,243,mochinho
97086643259,818,banqueiro
50420636223,786,mocinha
82131097851,65,heroi
89814923696,1429,figurante
38441180709,671,ladrao
35448357445,322,mocinha
44346029436,9476,figurante
70526472821,10992,heroi
47621184747,1574,mochinho
22037728594,176,mochinho
76152219421,12658,lenhador
80882319282,955,ladrao
76640043378,70,lenhador
12437290896,10567,mocinha
43239243590,652,assassino
12273786546,671,mocinha
91006119196,557,lenhador
72337219929,122,lenhador
78706436681,1900,mocinha
34904740912,672,ladrao
55942418294,9806,mocinha
56764809067,14462,figurante
58054793596,4614,lenhador
22978121187,4247,banqueiro
19698748098,2575,lenhador
11756196032,322,figurante
58370173332,120,assassino
45168208512,9016,figurante
38659710343,121,ladrao
54026527328,670,assassino
77450860479,129,mochinho
28974762531,10625,banqueiro
88906754641,421,figurante
75973276810,955,banqueiro
48766663723,98,heroi
62265749773,2575,assassino
77728555727,10625,banqueiro
78837641513,2675,assassino
85414502306,161,heroi
14447516789,9833,lenhador
17184034512,818,banqueiro
11362070620,634,mocinha
62129064645,9016,mocinha
83486246289,9833,assassino
53833736384,98,assassino
51305687249,9476,figurante
41994031641,9532,banqueiro
76497317963,634,mochinho
49157039339,19457,banqueiro
82624343950,1809,lenhador
93897565790,2575,assassino
73500930086,1429,figurante
94456998112,11635,banqueiro
71843386634,1999,mochinho
62760706543,1809,lenhador
71922336513,508,mocinha
57758981624,9373,mochinho
26149711698,9741,assassino
97969245342,1433,heroi
44155242204,120,assassino
73477627608,10590,heroi
76870690815,869,banqueiro
47189783129,9373,assassino
13835340834,672,mocinha
23173929771,2114,banqueiro
41147427561,2841,heroi
52482862549,671,banqueiro
65943864087,98,mochinho
53396605121,2048,figurante
58710130116,4247,banqueiro
34736121443,9741,mocinha
84588360044,425,lenhador
80734052708,10559,lenhador
13074556474,670,ladrao
69773843634,9016,mocinha
44647227641,9532,assassino
69018696388,167,heroi
42988808185,121,figurante
10277837752,9833,assassino
74748398043,176,heroi
50333572517,2841,lenhador
43445163774,9833,heroi
34810197183,557,mocinha
90859241597,11081,figurante
37434071723,2048,assassino
23603278052,19457,mocinha
28565482464,9476,mochinho
34874927982,652,lenhador
71682953006,1921,ladrao
87080598857,671,ladrao
99297721203,243,lenhador
92365699258,421,banqueiro
30370439906,10992,mochinho
66448496276,9016,ladrao
29129402484,9476,mochinho
89144659017,2675,assassino
66941886489,652,ladrao
38815340520,9016,banqueiro
50731585399,553,figurante
24413810049,70,heroi
79064830225,8920,heroi
19500943027,70,heroi
38918684139,9373,banqueiro
95516496191,310,ladrao
81344733334,421,figurante
53734134104,8920,heroi
54899683286,6466,mochinho
13884895357,2575,lenhador
20567014963,19457,ladrao
38979194560,10559,mocinha
64248554604,616,assassino
78299724757,10867,banqueiro
27835074149,1900,lenhador
26271892772,10567,figurante
41995984018,77,assassino
10131290891,310,mochinho
62427866097,10625,lenhador
96502870533,1999,ladrao
92008506065,322,figurante
71675928212,1999,mochinho
71289753827,670,figurante
14901130023,10992,figurante
60176668268,77,assassino
71172248439,70,banqueiro
50192978180,129,lenhador
56965095734,10590,mochinho
88335168249,2675,assassino
25828778632,98,mocinha
90029927094,4247,banqueiro
44644386486,693,ladrao
18300008519,672,lenhador
92420086207,1433,lenhador
94343272747,12211,mocinha
83682700502,10992,figurante
38067607814,14462,ladrao
68552788094,671,assassino
53452324382,9806,figurante
86222014068,243,lenhador
33868986738,8920,heroi
67861066925,6466,ladrao
68671576718,9373,heroi
25654998757,19457,lenhador
44450840206,9506,mochinho
57509058788,693,mocinha
55888467246,176,lenhador
49691170264,9373,mocinha
19325702736,1921,lenhador
74184929699,161,figurante
13627616187,17774,banqueiro
99692967614,302,assassino
20923944741,77,lenhador
47928116529,818,figurante
62729964458,11635,banqueiro
20274355800,1809,lenhador
23541412134,1824,mochinho
10531051205,122,figurante
66312414863,9373,lenhador
18439746869,508,mochinho
27812751996,869,figurante
95204025324,2114,heroi
37295921475,1900,banqueiro
52559288801,1921,assassino
17128955663,2675,lenhador
82570802534,176,assassino
52995046212,9532,banqueiro
24594047318,167,ladrao
41562482905,9741,assassino
81018176134,1538,assassino
87335391129,1538,figurante
53913970066,12211,assassino
91615456058,10992,banqueiro
29433527750,818,assassino
83442451670,6466,banqueiro
51262700990,1824,lenhador
17995392726,17774,mocinha
26457291929,1574,lenhador
81569980518,9806,heroi
37907358518,14462,assassino
42354587478,1921,assassino
85401985263,19457,figurante
44831520637,11635,ladrao
54442615226,869,heroi
42215505201,2067,lenhador
13780177986,1824,mocinha
66473904091,425,assassino
29302011568,9741,banqueiro
67320951446,672,assassino
72380812866,10867,figurante
40193381143,9506,figurante
17607658721,77,assassino
19584991202,4614,banqueiro
56291548507,12211,mochinho
64800336458,2841,ladrao
57379570607,8920,ladrao
58694977642,9016,mocinha
89581536255,243,ladrao
54339353591,120,banqueiro
45192420028,508,mochinho
14587041949,553,mochinho
38027182744,768,mochinho
61861544277,14462,ladrao
58178743198,670,mochinho
94278084950,557,figurante
28269996805,9806,figurante
79047684415,167,mocinha
22030251207,2059,assassino
93526963237,672,banqueiro
98547766365,65,lenhador
15170237666,129,banqueiro
33429254184,12658,mocinha
84871773059,553,lenhador
90484643712,553,banqueiro
38867650882,243,lenhador
10649277047,1921,ladrao
57201230518,553,lenhador
57586586729,9833,banqueiro
73983318921,14128,banqueiro
61195594427,10559,banqueiro
56241207986,1999,mochinho
53483470700,421,assassino
50521861906,1574,assassino
73071985984,508,lenhador
59866289485,1999,mocinha
87801422007,10590,assassino
94900064649,2048,figurante
70349683058,10647,figurante
10751811737,10867,mocinha
13369170410,1574,mochinho
94218182340,652,banqueiro
25123710525,693,lenhador
85276018410,672,mocinha
22318344062,2114,lenhador
68552748907,955,heroi
19587415821,302,mocinha
89622925127,10647,lenhador
61765582316,14462,mochinho
60006948495,77,assassino
79653232071,421,lenhador
55161734940,768,figurante
79535504017,19457,lenhador
40278697451,1900,lenhador
14654942923,508,banqueiro
58886604509,8920,mocinha
81493447666,9806,ladrao
33195520921,77,figurante
90694500388,2048,lenhador
65007144024,616,ladrao
16263421737,670,banqueiro
65918904359,10567,mochinho
21925994496,9806,mochinho
73571712519,768,mocinha
77803603218,14462,banqueiro
14947040666,508,heroi
56847484515,652,ladrao
59566513179,11544,mocinha
20310247768,65,mochinho
82975745747,10867,ladrao
51309747731,2067,ladrao
46126368083,1900,heroi
73463891896,818,figurante
45467895036,9476,figurante
27137276062,9741,mocinha
15426543261,672,assassino
83287174227,4614,figurante
48827468257,65,lenhador
60562979183,553,heroi
66778075978,634,lenhador
14279823707,869,banqueiro
91147253967,425,assassino
26616704194,1429,assassino
43834241938,672,lenhador
14600644777,2059,assassino
25299529526,10590,lenhador
41450018116,243,heroi
95360118934,310,heroi
22734229772,11544,mocinha
74244413013,9741,ladrao
95555655260,2059,ladrao
35203540106,9532,figurante
12371458636,167,lenhador
86545027612,12658,lenhador
41513021388,671,mochinho
81602341095,786,banqueiro
80995589013,2675,assassino
70859094497,2575,heroi
95406575394,9016,lenhador
70532035361,1824,assassino
73979344453,98,mocinha
52452749172,176,banqueiro
77634120233,818,mochinho
93993924343,1574,heroi
74615570555,1433,ladrao
48090489444,693,ladrao
84869395548,652,lenhador
62542932132,2575,lenhador
60342371155,70,mochinho
21809871148,243,figurante
79637291936,243,figurante
20839014394,671,figurante
13297272321,634,lenhador
45788262086,672,mocinha
43805089940,557,mochinho
84273412345,243,ladrao
99925444315,869,mochinho
83784675789,9016,assassino
13284244577,98,heroi
45843061425,322,ladrao
88534831231,302,banqueiro
80802699535,98,lenhador
36947493493,10867,mocinha
34203198720,1574,mochinho
24992086133,129,lenhador
31479983494,10559,lenhador
40225458954,14462,mocinha
15762413704,508,figurante
93528614429,2675,ladrao
92260172350,9532,lenhador
69294183872,14462,mochinho
26070885937,24,banqueiro
35731742236,10625,mocinha
46075894720,121,lenhador
35375300581,10590,mochinho
12481511068,122,lenhador
30910607644,425,ladrao
13587997632,2059,mocinha
25949889515,11081,figurante
32979056493,2059,heroi
41235163525,1574,heroi
62861708562,1900,mochinho
70542456121,4247,figurante
82889293499,616,heroi
83965727026,786,mochinho
18640560645,1999,figurante
30896881674,9476,mochinho
56462256555,77,heroi
97964733086,65,figurante
69392158574,1433,assassino
21689041011,786,lenhador
80528926219,10625,lenhador
67831811287,2675,banqueiro
15553850141,9373,figurante
47455558231,13654,mocinha
55020242247,2114,mocinha
83129089370,122,figurante
85616701109,786,assassino
30802237012,9806,assassino
98206034750,11081,ladrao
35065686025,1921,lenhador
54456784888,1429,ladrao
43641391591,98,heroi
25054149853,693,figurante
81867961872,2575,mochinho
41218639363,13654,assassino
19439671536,8920,figurante
70866441197,10867,heroi
31154375789,243,assassino
34939864734,693,ladrao
32522404321,1647,mochinho
87914300395,670,lenhador
70743690016,652,mochinho
46991722450,302,heroi
65011921322,553,heroi
53596960015,421,banqueiro
45902589101,1538,figurante
38036803141,17774,assassino
47705047337,322,ladrao
52601373433,6466,mocinha
48665371752,10567,banqueiro
25212511218,634,mocinha
60693230626,9532,lenhador
10145651037,1647,ladrao
57640845936,1433,ladrao
98653829358,1999,mochinho
52812726361,9506,mochinho
75914529132,14462,assassino
82876385454,9741,ladrao
55980089926,9506,assassino
20442955566,11544,mochinho
18236514152,557,mocinha
14847414400,12658,lenhador
69066484012,8920,heroi
70331076006,693,figurante
10202822206,19457,lenhador
18846792026,9016,heroi
16025378744,1999,assassino
98070599558,2048,mochinho
17717112415,553,figurante
45938107011,672,ladrao
18706261342,10647,lenhador
29000126563,9476,banqueiro
31279549145,10647,heroi
27728824939,129,figurante
43371339254,17774,mochinho
11355642267,693,figurante
50331406579,14128,assassino
61314853195,9373,mochinho
22023091314,11081,lenhador
50688601841,786,assassino
97750523574,2575,mochinho
92910093383,1809,ladrao
78418240850,122,ladrao
49564859884,77,heroi
89412127802,2059,mochinho
53617521309,8920,heroi
90633811747,11081,lenhador
90323136479,2048,figurante
91929412743,22,banqueiro
47739118650,6466,heroi
83197127203,98,lenhador
69102267100,176,figurante
70958003519,1900,heroi
97515851425,17774,mocinha
62291026959,1999,banqueiro
79670663763,12658,heroi
73602051615,322,heroi
60187010666,19457,figurante
86495452648,14462,lenhador
67203695717,10647,lenhador
25643250496,1647,figurante
74712850520,77,heroi
13686919904,10647,mocinha
18004523347,12211,heroi
79700403477,11081,banqueiro
17547860688,1429,banqueiro
80495141623,9532,assassino
59423951881,12211,lenhador
99123232882,12658,lenhador
39176765420,425,banqueiro
48601449462,17774,figurante
52793229015,10625,banqueiro
21793718663,10559,banqueiro
88935885920,652,heroi
69104501635,693,assassino
13493193854,121,mocinha
49085281884,161,assassino
27655885157,1824,mochinho
83224145972,9373,figurante
17051083036,11544,lenhador
65981780974,652,ladrao
28957095354,4247,mochinho
77861720517,9016,assassino
45520615379,9806,mocinha
48215315654,508,ladrao
66834461108,77,heroi
98029284370,671,lenhador
85023988687,77,lenhador
86940403827,508,assassino
18334538084,652,assassino
15606850101,818,lenhador
37475807695,818,lenhador
87268097943,167,figurante
44592658645,9373,mochinho
63701196017,9741,lenhador
77240129603,955,mocinha
15123033220,2048,heroi
92868750205,9532,heroi
81941807632,19457,assassino
29894747852,671,banqueiro
58089214105,10992,mochinho
43048394997,1647,lenhador
32932883204,17774,mocinha
55812292699,1574,lenhador
57226965802,9532,mochinho
87841883137,508,assassino
77533107507,9373,assassino
64200967029,10567,heroi
39026294667,24,banqueiro
79148499164,9532,assassino
88445708718,1999,lenhador
27250694979,1824,heroi
78824857564,1999,lenhador
68318500142,616,mocinha
46577518927,9373,ladrao
36606522190,11081,banqueiro
64977497949,9806,mochinho
36678255530,10647,banqueiro
80603248841,2114,figurante
48607429850,2841,lenhador
54767093874,1809,mocinha
25533251984,6466,assassino
65817659368,1824,ladrao
66870231649,22,figurante
47358795178,10992,banqueiro
11961947245,1921,assassino
65489466268,616,ladrao
20744421967,1824,banqueiro
58247918958,8920,assassino
61552175422,11081,mochinho
25265539916,10647,mocinha
81464235824,10559,mochinho
66849112537,786,figurante
80742861452,11081,mocinha
80973258605,9741,lenhador
52860461725,176,mocinha
36957229858,1429,lenhador
58290633923,176,ladrao
31433907558,9373,lenhador
89449108162,243,heroi
62433663165,161,mochinho
36773185368,768,heroi
83122402504,421,banqueiro
32506831399,818,mochinho
95872775801,120,heroi
24469224833,425,assassino
